brand_name,product_name,product_id,beauty_point_earned,price_range,active_date,default_category,categories,rating_types_str,average_rating,total_reviews,total_recommended_count,total_repurchase_maybe_count,total_repurchase_no_count,total_repurchase_yes_count,total_in_wishlist,price_clean,active_year,active_month,brand_name_encoded,default_category_encoded,price_clean_scaled,total_reviews_scaled,total_repurchase_yes_count_scaled,beauty_point_earned_scaled,brand_name_encoded_scaled,default_category_encoded_scaled,Cluster,Segment_Name
751_abib,Heartleaf Sun Essence Calming Drop,91895,70,Rp 390.000,2023-10-04 11:29:23.435000+00:00,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.84375,6,8,0,0,8,215,390000.0,2023,10,282,58,0.8264623320961927,-0.2255809936418658,-0.2139810169743241,0.711409763690696,1.249062161312287,-0.7501180023426525,0,Reliable Daily Drivers
751_abib,Gummy Sheet Mask Milk Sticker,91194,10,Rp 56.000,2023-08-11 07:48:24.187000+00:00,Sheet Mask,Skincare; Face Mask; Sheet Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.916666666666667,5,6,0,0,6,259,56000.0,2023,8,282,170,-0.6832009883296669,-0.2267546866235343,-0.2171777814811627,-0.5914101952689702,1.249062161312287,1.2777524193353136,0,Reliable Daily Drivers
751_abib,Jericho Rose Creme Nutrition Tube,98624,90,Rp 490.000,2022-10-06 09:18:38.979000+00:00,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,3,0,0,3,108,490000.0,2022,10,282,73,1.2784573382117197,-0.2314494585502083,-0.2219729282414207,1.145683083343918,1.249062161312287,-0.4785282137250677,0,Reliable Daily Drivers
751_abib,Rebalancing Emulsion Skin Booster,91886,80,Rp 430.000,2022-04-27 16:49:33.546000+00:00,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.875,2,4,1,0,3,167,430000.0,2022,4,282,73,1.0072603345424034,-0.2302757655685398,-0.2219729282414207,0.928546423517307,1.249062161312287,-0.4785282137250677,0,Reliable Daily Drivers
751_abib,Rebalancing Toner Skin Booster,91885,80,Rp 420.000,2022-04-27 16:49:33.546000+00:00,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,0,2,0,0,2,161,420000.0,2022,4,282,183,0.9620608339308508,-0.2326231515318768,-0.22357131049484,0.928546423517307,1.249062161312287,1.5131302361372203,0,Reliable Daily Drivers
751_abib,Heartleaf Facial Mist Calming Spray Set,106156,60,Rp 310.000,2023-09-11 09:44:24.049000+00:00,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.666666666666667,3,3,2,0,1,64,310000.0,2023,9,282,183,0.4648663272037712,-0.2291020725868713,-0.2251696927482594,0.4942731038640849,1.249062161312287,1.5131302361372203,0,Reliable Daily Drivers
751_abib,Gummy Sheet Mask Heartleaf Sticker,91195,10,Rp 56.000,2023-08-11 04:11:05.190000+00:00,Sheet Mask,Skincare; Face Mask; Sheet Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.826923076923077,11,12,1,1,11,300,56000.0,2023,8,282,170,-0.6832009883296669,-0.2197125287335234,-0.2091858702140661,-0.5914101952689702,1.249062161312287,1.2777524193353136,0,Reliable Daily Drivers
751_abib,Mild Acidic pH sheet Mask Heartleaf Fit,91201,10,Rp 56.000,2023-08-11 08:13:12.551000+00:00,Sheet Mask,Skincare; Face Mask; Sheet Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.625,14,15,3,0,13,333,56000.0,2023,8,282,170,-0.6832009883296669,-0.2161914497885179,-0.2059891057072274,-0.5914101952689702,1.249062161312287,1.2777524193353136,0,Reliable Daily Drivers
751_abib,Acne Foam Cleanser Heartleaf Foam,91203,40,Rp 230.000,2023-09-20 06:54:16.846000+00:00,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.875,30,30,4,0,28,330,230000.0,2023,9,282,82,0.1032703223113497,-0.1974123620818221,-0.1820133719059374,0.0599997842108628,1.249062161312287,-0.3155743405545169,0,Reliable Daily Drivers
751_abib,Rice Probiotics Overnight Mask Barrier Jelly,98614,70,Rp 390.000,2022-10-06 09:15:22.703000+00:00,Wash off Mask,Skincare; Face Mask; Wash off Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,3,0,0,3,47,390000.0,2022,10,282,192,0.8264623320961927,-0.2314494585502083,-0.2219729282414207,0.711409763690696,1.249062161312287,1.6760841093077712,0,Reliable Daily Drivers
751_abib,Jericho Rose Essence Nutrition Pump,98609,70,Rp 380.000,2022-10-06 09:13:39.877000+00:00,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,3,0,0,3,85,380000.0,2022,10,282,58,0.78126283148464,-0.2314494585502083,-0.2219729282414207,0.711409763690696,1.249062161312287,-0.7501180023426525,0,Reliable Daily Drivers
751_abib,Protective Lip Balm Block Stick,98611,30,Rp 160.000,2022-10-06 09:14:55.122000+00:00,Lip Balm,Skincare; Lip Care; Lip Balm,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.78125,6,7,0,1,7,285,160000.0,2022,10,282,116,-0.213126181969519,-0.2255809936418658,-0.2155793992277434,-0.1571368756157481,1.249062161312287,0.3000291803120085,0,Reliable Daily Drivers
751_abib,Pine Needle Pore Pad Clear Touch,91889,60,Rp 340.000,2022-04-27 16:49:33.546000+00:00,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.857142857142858,5,7,0,0,7,465,340000.0,2022,4,282,183,0.6004648290384293,-0.2267546866235343,-0.2155793992277434,0.4942731038640849,1.249062161312287,1.5131302361372203,0,Reliable Daily Drivers
751_abib,Moisturizing Lip Balm Tube,98610,30,Rp 150.000,2022-10-06 09:14:29.205000+00:00,Skincare,Skincare,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,0,1,0,0,1,21,150000.0,2022,10,282,173,-0.2583256825810717,-0.2326231515318768,-0.2251696927482594,-0.1571368756157481,1.249062161312287,1.3320703770588307,0,Reliable Daily Drivers
751_abib,Mild Acidic pH Sheet Mask Yuja Fit,91199,10,Rp 56.000,2023-08-10 04:38:13.905000+00:00,Sheet Mask,Skincare; Face Mask; Sheet Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.791666666666666,4,6,0,0,6,258,56000.0,2023,8,282,170,-0.6832009883296669,-0.2279283796052028,-0.2171777814811627,-0.5914101952689702,1.249062161312287,1.2777524193353136,0,Reliable Daily Drivers
751_abib,Mild Acidic pH Sheet Mask Jericho Rose Fit  (single),98599,10,Rp 56.000,2022-10-06 09:13:01.056000+00:00,Sheet Mask,Skincare; Face Mask; Sheet Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.958333333333333,4,6,0,0,6,204,56000.0,2022,10,282,170,-0.6832009883296669,-0.2279283796052028,-0.2171777814811627,-0.5914101952689702,1.249062161312287,1.2777524193353136,0,Reliable Daily Drivers
751_abib,Calming Facial Soap Heartleaf Stone,98608,40,Rp 200.000,2022-10-06 09:13:20.963000+00:00,Cleansing Bar,Skincare; Cleanser; Cleansing Bar,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,3,0,0,3,23,200000.0,2022,10,282,39,-0.0323281795233082,-0.2314494585502083,-0.2219729282414207,0.0599997842108628,1.249062161312287,-1.094131734591593,0,Reliable Daily Drivers
751_abib,Yuja Probiotics Blemish Pad Vitalizing Touch,91893,70,Rp 360.000,2022-04-27 16:49:33.546000+00:00,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.583333333333333,2,2,1,0,2,101,360000.0,2022,4,282,183,0.6908638302615346,-0.2302757655685398,-0.22357131049484,0.711409763690696,1.249062161312287,1.5131302361372203,0,Reliable Daily Drivers
730_acwell,Licorice pH Balancing Cleansing Toner,21291,30,Rp 165.000,2023-02-09 02:43:18.398000+00:00,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.635697764070933,1297,1224,222,85,990,4708,165000.0,2023,2,275,183,-0.1905264316637426,1.289656645692152,1.3556303558834597,-0.1571368756157481,1.1721582834021502,1.5131302361372203,0,Reliable Daily Drivers
730_acwell,Real Aqua Balancing Cream,90792,60,Rp 340.000,2023-09-14 06:18:26.300000+00:00,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.7142857142857135,26,28,5,0,23,128,340000.0,2023,9,275,73,0.6004648290384293,-0.2021071340084961,-0.1900052831730341,0.4942731038640849,1.1721582834021502,-0.4785282137250677,0,Reliable Daily Drivers
730_acwell,pH Balancing Bubble Free Cleansing Gel,90795,40,Rp 212.000,2023-07-11 08:15:43.032000+00:00,Cleansing Gel,Skincare; Cleanser; Cleansing Gel,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.573170731707317,39,36,7,7,27,181,212000.0,2023,7,275,42,0.0219112212105549,-0.1868491252468057,-0.1836117541593568,0.0599997842108628,1.1721582834021502,-1.0398137768680762,0,Reliable Daily Drivers
730_acwell,pH Balancing Soothing Cleansing Foam,90794,40,Rp 202.000,2023-07-11 08:20:19.487000+00:00,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.815789473684211,17,19,3,0,16,123,202000.0,2023,7,275,82,-0.0232882794009977,-0.2126703708435124,-0.2011939589469694,0.0599997842108628,1.1721582834021502,-0.3155743405545169,0,Reliable Daily Drivers
730_acwell,Licorice pH Balancing Advance Serum,82363,40,Rp 220.000,2023-09-14 04:08:16.071000+00:00,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.577702702702703,145,133,27,20,101,666,220000.0,2023,9,275,81,0.0580708216997971,-0.062437669189946,-0.0653314674063262,0.0599997842108628,1.1721582834021502,-0.3336803264623558,0,Reliable Daily Drivers
730_acwell,Licorice pH Balancing Essence Mist,63246,40,Rp 229.000,2023-09-15 06:36:07.372000+00:00,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.627840909090909,86,83,20,4,64,474,229000.0,2023,9,275,58,0.0987503722501945,-0.1316855551083868,-0.1244716107828415,0.0599997842108628,1.1721582834021502,-0.7501180023426525,0,Reliable Daily Drivers
730_acwell,Licorice pH Balancing Essential Cream,99997,60,Rp 320.000,2023-02-06 03:07:14.119000+00:00,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.818181818181818,9,11,0,0,11,88,320000.0,2023,2,275,73,0.510065827815324,-0.2220599146968604,-0.2091858702140661,0.4942731038640849,1.1721582834021502,-0.4785282137250677,0,Reliable Daily Drivers
